Leidimo serija ir nr.,Regionas,Rajonas,Nuosavybės forma,Urėdija,Girininkija,Kvartalas,Sklypai,Plotas,Kad. vietovė,Kad. blokas,Kad. nr.,Kirtimo rūšis,Galiojimo pradžia,Galiojimo pabaiga
A - 59749,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Kartenos girininkija,789,29b,0.2,5601,0002,0091,Atrankinis kirtimas,2021-03-19,2021-12-31
121 - 2888,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Klaipėdos girininkija,825,3a,0.8,5545,0004,0046,Plynas kirtimas,2021-09-21,2021-12-31
121 - 2915,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Klaipėdos girininkija,825,1a,0.7,5545,0004,0046,Atrankinis kirtimas,2021-09-21,2021-12-31
121 - 567,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Klaipėdos girininkija,233,"28a,28d",1.0,5510,0003,0165,Plynas kirtimas,2021-06-28,2021-12-31
121 - 567,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Klaipėdos girininkija,233,28b,0.6,5510,0003,0165,Plynas kirtimas,2021-06-28,2021-12-31
121 - 567,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Klaipėdos girininkija,233,28c,0.4,5510,0003,0165,Plynas kirtimas,2021-06-28,2021-12-31
121 - 568,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Klaipėdos girininkija,233,32a,0.5,5510,0003,0165,Plynas kirtimas,2021-06-28,2021-12-31
121 - 568,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Klaipėdos girininkija,233,33a,0.2,5510,0003,0165,Plynas kirtimas,2021-06-28,2021-12-31
121 - 568,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Klaipėdos girininkija,233,33b,0.3,5510,0003,0165,Plynas kirtimas,2021-06-28,2021-12-31
A - 59540,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Klaipėdos girininkija,838,27a,1.6,5510,0001,0025,Plynas kirtimas,2021-02-04,2021-12-31
A - 59544,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Klaipėdos girininkija,824,38,0.4,5545,0004,0229,Plynas kirtimas,2021-02-15,2021-12-31
A - 59545,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Klaipėdos girininkija,824,32,0.4,5545,0004,0228,Plynas kirtimas,2021-02-15,2021-12-31
A - 59546,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Klaipėdos girininkija,824,41,0.2,5545,0004,0259,Plynas kirtimas,2021-02-15,2021-12-31
A - 59555,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Klaipėdos girininkija,231,39a,1.2,5510,0003,0070,Plynas kirtimas,2021-03-30,2021-12-31
121 - 1409,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Mikoliškių girininkija,852,14,0.7,5657,0007,0010,Atrankinis kirtimas,2021-07-27,2021-12-31
121 - 1409,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Mikoliškių girininkija,852,15,0.6,5657,0007,0010,Plynas kirtimas,2021-07-27,2021-12-31
121 - 1409,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Mikoliškių girininkija,852,5,0.1,5657,0007,0010,Plynas kirtimas,2021-07-27,2021-12-31
121 - 2606,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Mikoliškių girininkija,898,"52a,55,57a",5.3,5559,0001,0037,Atvejinis kirtimas,2021-09-07,2021-12-31
121 - 2852,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Mikoliškių girininkija,896,16a,1.7,5543,0003,0004,Atvejinis kirtimas,2021-09-17,2021-12-31
A - 59530,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Mikoliškių girininkija,849,"19a,20b,21a,21b,21c,21e,",2.6,5657,0007,0071,Plynas kirtimas,2021-01-13,2021-12-31
A - 59530,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Mikoliškių girininkija,849,20a,1.8,5657,0007,0071,Atrankinis kirtimas,2021-01-13,2021-12-31
A - 59530,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Mikoliškių girininkija,849,21f,0.1,5657,0007,0071,Plynas kirtimas,2021-01-13,2021-12-31
A - 59532,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Mikoliškių girininkija,9,15a,1.5,5601,0009,0096,Plynas kirtimas,2021-01-22,2021-12-31
A - 59542,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Mikoliškių girininkija,901,17a,1.5,5559,0003,0043,Plynas kirtimas,2021-02-15,2021-12-31
A - 59543,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Mikoliškių girininkija,897,39a,0.2,5559,0001,0004,Plynas kirtimas,2021-02-15,2021-12-31
A - 59543,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Mikoliškių girininkija,897,40b,0.2,5559,0001,0004,Plynas kirtimas,2021-02-15,2021-12-31
A - 59549,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Mikoliškių girininkija,161,7,0.6,5657,0003,0070,Atvejinių kirtimų (paskutinis atvejis),2021-02-26,2021-12-31
A - 59551,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Mikoliškių girininkija,856,11a,0.5,5617,0003,0083,Atrankinis kirtimas,2021-03-23,2021-12-31
A - 59551,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Mikoliškių girininkija,856,"16a,10b",0.6,5617,0003,0083,Atrankinis kirtimas,2021-03-23,2021-12-31
A - 59554,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Mikoliškių girininkija,137,"6a,14",1.5,5538,0012,0166,Plynas kirtimas,2021-03-24,2021-12-31
A - 59554,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Mikoliškių girininkija,137,"7a,8,11",1.4,5538,0012,0166,Plynas kirtimas,2021-03-24,2021-12-31
A - 59559,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Mikoliškių girininkija,873,6a,1.6,5538,0012,0063,Plynas kirtimas,2021-04-08,2021-12-31
A - 59573,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Mikoliškių girininkija,867,10,1.0,5601,0007,0024,Atrankinis kirtimas,2021-05-04,2021-12-31
A - 59575,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Mikoliškių girininkija,56,"12a,17a",4.2,5601,0009,0019,Plynas kirtimas,2021-05-07,2021-12-31
A - 59733,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Mikoliškių girininkija,906,"16,17",3.0,5543,0005,0024,Plynas kirtimas,2021-01-01,2021-12-31
A - 59737,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Mikoliškių girininkija,1,30,1.1,5601,0008,0028,Plynas kirtimas,2021-03-02,2021-12-31
A - 59750,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Mikoliškių girininkija,856,"10a,10c,11b,20a",3.0,5617,0003,0083,Plynas kirtimas,2021-03-23,2021-12-31
A - 59528,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Palangos girininkija,679,21a,3.2,5528,0008,0107,Plynas kirtimas,2021-01-04,2021-12-31
121 - 1018,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Šernų girininkija,955,"16,19,20,21",2.2,5503,0003,0521,Miško lydimo kirtimas (PN),2021-07-14,2021-12-31
A - 59547,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Šernų girininkija,953,"53a,53b,54a,54b",2.5,5503,0008,0102,Atvejinis kirtimas,2021-02-17,2021-12-31
A - 59547,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Šernų girininkija,953,54,0.3,5503,0008,0102,Plynas sanitarinis kirtimas (PN),2021-02-17,2021-12-31
A - 59584,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Šernų girininkija,945,"16a,19b",1.8,5503,0002,0050,Plynas kirtimas,2021-05-19,2021-12-31
A - 59586,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Šernų girininkija,952,"3,4",1.4,5503,0009,0047,Plynas kirtimas,2021-05-28,2021-12-31
121 - 1212,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Vėžaičių girininkija,1005,"18a,19c,19e",1.8,5555,0003,0314,Plynas kirtimas,2021-07-20,2021-12-31
121 - 1212,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Vėžaičių girininkija,1005,19a,0.6,5555,0003,0314,Plynas kirtimas,2021-07-20,2021-12-31
121 - 1213,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Vėžaičių girininkija,1005,"19b,19d",1.0,5555,0003,0314,Atrankinis kirtimas,2021-07-20,2021-12-31
121 - 1913,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Vėžaičių girininkija,1017,1017,2.3,5525,0008,0110,Plynas kirtimas,2021-08-12,2021-12-31
121 - 2794,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Vėžaičių girininkija,1026,"35a,35b",1.1,5525,0008,0250,Plynas kirtimas,2021-09-16,2021-12-31
121 - 2794,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Vėžaičių girininkija,1026,37,0.4,5525,0008,0250,Plynas kirtimas,2021-09-16,2021-12-31
121 - 2795,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Vėžaičių girininkija,1026,"36a,36b",2.2,5525,0008,0250,Atrankinis kirtimas,2021-09-16,2021-12-31
121 - 599,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Vėžaičių girininkija,1025,21,0.6,5525,0008,0065,Plynas kirtimas,2021-06-29,2021-12-31
121 - 599,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Vėžaičių girininkija,1025,"22,23",2.0,5525,0008,0065,Plynas kirtimas,2021-06-29,2021-12-31
A - 59529,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Vėžaičių girininkija,1023,13a,3.0,5525,0008,0036,Plynas kirtimas,2021-01-11,2021-12-31
A - 59529,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Vėžaičių girininkija,1023,15d,0.2,5525,0008,0036,Plynas kirtimas,2021-01-11,2021-12-31
A - 59533,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Vėžaičių girininkija,70,12a,1.2,5518,0009,0222,Plynas kirtimas,2021-01-26,2021-12-31
A - 59548,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Vėžaičių girininkija,1007,25a,1.4,5555,0003,0144,Plynas kirtimas,2021-02-18,2021-12-31
A - 59550,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Vėžaičių girininkija,989,11,0.8,5525,0004,0015,Atvejinių kirtimų (paskutinis atvejis),2021-02-26,2021-12-31
A - 59550,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Vėžaičių girininkija,989,12,0.6,5525,0004,0015,Atvejinių kirtimų (paskutinis atvejis),2021-02-26,2021-12-31
A - 59558,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Vėžaičių girininkija,1018,29,2.0,5525,0006,0008,Plynas kirtimas,2021-03-31,2021-12-31
A - 59564,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Vėžaičių girininkija,24,21b,0.2,5501,0004,0170,Plynas kirtimas,2021-04-16,2021-12-31
A - 59565,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Vėžaičių girininkija,988,"36a,41a,39a",1.2,5525,0004,0065,Plynas kirtimas,2021-04-20,2021-12-31
A - 59566,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Vėžaičių girininkija,24,44,0.8,5501,0004,0164,Plynas kirtimas,2021-04-02,2021-12-31
A - 59577,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Vėžaičių girininkija,986,10,0.6,5525,0004,0045,Atvejinių kirtimų (paskutinis atvejis),2021-05-12,2021-12-31
A - 59578,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Vėžaičių girininkija,1003,"3a,4c",3.0,5555,0002,0355,Plynas kirtimas,2021-05-12,2021-12-31
A - 59736,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Vėžaičių girininkija,69,25b,3.0,5518,0009,0055,Plynas kirtimas,2021-02-26,2021-12-31
A - 59738,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Vėžaičių girininkija,67,"14a,14b",0.9,5518,0009,0277,Plynas kirtimas,2021-03-05,2021-12-31
A - 59738,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Vėžaičių girininkija,67,6,0.2,5518,0009,0277,Plynas kirtimas,2021-03-05,2021-12-31
A - 59741,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Vėžaičių girininkija,1003,"6,6a,6d,6e,6g",2.4,5555,0002,0345,Plynas kirtimas,2021-03-09,2021-12-31
A - 59741,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Vėžaičių girininkija,1003,8a,0.6,5555,0002,0345,Plynas kirtimas,2021-03-09,2021-12-31
A - 59957,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kretingos miškų urėdija,Vėžaičių girininkija,28,"1a,7a",0.5,5501,0004,0088,Plynas kirtimas,2021-01-21,2021-12-31
121 - 1154,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kuršėnų miškų urėdija,Gedinčių girininkija,27,12a,0.7,9152,0002,0003,Plynas kirtimas,2021-07-20,2021-12-31
121 - 1154,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kuršėnų miškų urėdija,Gedinčių girininkija,27,12c,0.2,9152,0002,0003,Plynas kirtimas,2021-07-20,2021-12-31
121 - 1156,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kuršėnų miškų urėdija,Gedinčių girininkija,28,8b,0.4,9152,0002,0003,Atvejinių kirtimų (paskutinis atvejis),2021-07-20,2021-12-31
121 - 1513,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kuršėnų miškų urėdija,Tryškių girininkija,38,41,0.3,7838,0003,0008,Plynas kirtimas,2021-07-29,2021-12-31
121 - 1513,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kuršėnų miškų urėdija,Tryškių girininkija,38,50a,0.5,7838,0003,0008,Plynas kirtimas,2021-07-29,2021-12-31
121 - 1515,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kuršėnų miškų urėdija,Tryškių girininkija,39,35a,1.5,7838,0003,0008,Plynas kirtimas,2021-07-29,2021-12-31
121 - 1515,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kuršėnų miškų urėdija,Tryškių girininkija,52,2a,0.3,7838,0003,0008,Plynas kirtimas,2021-07-29,2021-12-31
121 - 1516,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kuršėnų miškų urėdija,Tryškių girininkija,37,68a,0.6,7838,0003,0006,Plynas kirtimas,2021-07-29,2021-12-31
121 - 1516,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kuršėnų miškų urėdija,Tryškių girininkija,51,5a,0.3,7838,0003,0006,Plynas kirtimas,2021-07-29,2021-12-31
121 - 1516,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kuršėnų miškų urėdija,Tryškių girininkija,51,5b,0.3,7838,0003,0006,Atrankinis kirtimas,2021-07-29,2021-12-31
121 - 1737,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kuršėnų miškų urėdija,Tryškių girininkija,24,9,0.4,7838,0001,0004,Atrankinis kirtimas,2021-08-06,2021-12-31
121 - 2633,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kuršėnų miškų urėdija,Tryškių girininkija,43,51,0.3,7838,0003,0071,Plynas sanitarinis kirtimas (PN),2021-09-09,2021-12-31
121 - 2633,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kuršėnų miškų urėdija,Tryškių girininkija,43,59,0.1,7838,0003,0071,Plynas sanitarinis kirtimas (PN),2021-09-09,2021-12-31
121 - 2633,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Kuršėnų miškų urėdija,Tryškių girininkija,43,90,0.3,7838,0003,0071,Plynas sanitarinis kirtimas (TN),2021-09-09,2021-12-31
121 - 1104,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Balėnų girininkija,289,49,0.9,6174,0003,0042,Atrankinis kirtimas,2021-07-16,2021-12-31
121 - 1198,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Balėnų girininkija,158,36a,0.2,6160,0010,0018,Atrankinis kirtimas,2021-07-20,2021-12-31
121 - 1198,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Balėnų girininkija,158,37a,0.2,6160,0010,0018,Atvejinis kirtimas,2021-07-20,2021-12-31
121 - 1198,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Balėnų girininkija,158,42,0.3,6160,0010,0018,Plynas kirtimas,2021-07-20,2021-12-31
121 - 1560,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Balėnų girininkija,299,52,0.2,6104,0004,0079,Plynas kirtimas,2021-07-30,2021-12-31
121 - 1560,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Balėnų girininkija,299,"53,54,47",1.2,6104,0004,0079,Plynas kirtimas,2021-07-30,2021-12-31
121 - 1668,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Balėnų girininkija,167,"14a,17b",1.8,6160,0014,0518,Plynas kirtimas,2021-08-03,2021-12-31
121 - 2444,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Balėnų girininkija,297,4a,0.5,6104,0004,0098,Plynas kirtimas,2021-09-02,2021-12-31
121 - 2444,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Balėnų girininkija,297,8a,0.3,6104,0004,0098,Plynas kirtimas,2021-09-02,2021-12-31
121 - 2444,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Balėnų girininkija,297,9a,0.8,6104,0004,0098,Plynas kirtimas,2021-09-02,2021-12-31
121 - 2446,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Balėnų girininkija,297,12a,0.1,6104,0004,0098,Plynas kirtimas,2021-09-02,2021-12-31
121 - 2446,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Balėnų girininkija,297,13b,0.1,6104,0004,0098,Plynas kirtimas,2021-09-02,2021-12-31
121 - 2446,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Balėnų girininkija,297,13c,0.1,6104,0004,0098,Atrankinis kirtimas,2021-09-02,2021-12-31
121 - 2446,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Balėnų girininkija,297,14a,0.5,6104,0004,0098,Plynas kirtimas,2021-09-02,2021-12-31
121 - 2446,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Balėnų girininkija,297,15b,0.1,6104,0004,0098,Plynas kirtimas,2021-09-02,2021-12-31
121 - 2448,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Balėnų girininkija,297,15c,0.1,6104,0004,0098,Plynas kirtimas,2021-09-02,2021-12-31
121 - 2528,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Balėnų girininkija,303,"1b,2c,2d,3a,3d",3.0,6104,0002,0010,Plynas kirtimas,2021-09-03,2021-12-31
121 - 2687,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Balėnų girininkija,301,39a,0.8,6104,0001,0059,Plynas kirtimas,2021-09-10,2021-12-31
121 - 2729,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Balėnų girininkija,166,51a,0.8,6160,0014,0324,Plynas kirtimas,2021-09-14,2021-12-31
121 - 2729,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Balėnų girininkija,166,52,0.6,6160,0014,0324,Plynas kirtimas,2021-09-14,2021-12-31
121 - 2729,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Balėnų girininkija,166,53a,0.5,6160,0014,0324,Plynas kirtimas,2021-09-14,2021-12-31
121 - 2732,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Balėnų girininkija,278,3a,0.6,6160,0014,0519,Plynas kirtimas,2021-09-14,2021-12-31
121 - 2732,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Balėnų girininkija,278,3b,1.2,6160,0014,0519,Plynas kirtimas,2021-09-14,2021-12-31
121 - 2736,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Balėnų girininkija,278,5c,0.3,6160,0014,0519,Plynas kirtimas,2021-09-14,2021-12-31
121 - 2925,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Balėnų girininkija,309,22b,0.3,6104,0007,0060,Plynas kirtimas,2021-09-22,2021-12-31
121 - 2925,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Balėnų girininkija,309,22c,0.4,6104,0007,0060,Plynas kirtimas,2021-09-22,2021-12-31
121 - 2925,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Balėnų girininkija,309,22d,0.3,6104,0007,0060,Atrankinis kirtimas,2021-09-22,2021-12-31
121 - 2925,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Balėnų girininkija,309,23,0.1,6104,0007,0060,Plynas kirtimas,2021-09-22,2021-12-31
121 - 2925,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Balėnų girininkija,309,23a,0.6,6104,0007,0060,Plynas kirtimas,2021-09-22,2021-12-31
121 - 2925,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,privati,Mažeikių miškų urėdija,Balėnų girininkija,309,23c,0.1,6104,0007,0060,Plynas kirtimas,2021-09-22,2021-12-31
A - 20289,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Mažeikių miškų urėdija,Kairiškių girininkija,1,3,1.0,0,0,0,Plynas kirtimas,2021-01-04,2021-12-31
A - 20289,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Mažeikių miškų urėdija,Kairiškių girininkija,11,47a,1.7,0,0,0,Plynas kirtimas,2021-01-04,2021-12-31
A - 20289,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Mažeikių miškų urėdija,Kairiškių girininkija,12,26,2.1,0,0,0,Plynas kirtimas,2021-01-04,2021-12-31
A - 20289,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Mažeikių miškų urėdija,Kairiškių girininkija,12,32a,0.6,0,0,0,Plynas kirtimas,2021-01-04,2021-12-31
A - 20289,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Mažeikių miškų urėdija,Kairiškių girininkija,14,11a,1.1,0,0,0,Plynas kirtimas,2021-01-04,2021-12-31
A - 20289,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Mažeikių miškų urėdija,Kairiškių girininkija,14,16a,0.1,0,0,0,Plynas kirtimas,2021-01-04,2021-12-31
A - 20289,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Mažeikių miškų urėdija,Kairiškių girininkija,14,39,0.4,0,0,0,Plynas kirtimas,2021-01-04,2021-12-31
A - 20289,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Mažeikių miškų urėdija,Kairiškių girininkija,14,42,0.2,0,0,0,Plynas kirtimas,2021-01-04,2021-12-31
A - 20289,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Mažeikių miškų urėdija,Kairiškių girininkija,19,19,0.6,0,0,0,Atvejinių kirtimų (paskutinis atvejis),2021-01-04,2021-12-31
A - 20289,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Mažeikių miškų urėdija,Kairiškių girininkija,51,47a,0.3,0,0,0,Kiti pagrindiniai kirtimai,2021-01-04,2021-12-31
A - 20289,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Mažeikių miškų urėdija,Kairiškių girininkija,51,49a,0.3,0,0,0,Kiti pagrindiniai kirtimai,2021-01-04,2021-12-31
A - 20289,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Mažeikių miškų urėdija,Kairiškių girininkija,51,49b,1.5,0,0,0,Kiti pagrindiniai kirtimai,2021-01-04,2021-12-31
A - 20289,Klaipėdos,Klaipėdos rajono kontroliuojama teritorija,valstybinė,Mažeikių miškų urėdija,Kairiškių girininkija,76,47,1.3,0,0,0,Plynas kirtimas,2021-01-04,2021-12-31
