Leidimo serija ir nr.,Regionas,Rajonas,Nuosavybės forma,Urėdija,Girininkija,Kvartalas,Sklypai,Plotas,Kad. vietovė,Kad. blokas,Kad. nr.,Kirtimo rūšis,Galiojimo pradžia,Galiojimo pabaiga
221 - 1310,Kauno,Kauno teritorinis poskyris,valstybinė,Jurbarko miškų urėdija,Balandinės girininkija,140,70,0.7,0,0,0,Plynas kirtimas,2022-01-03,2022-12-31
221 - 1310,Kauno,Kauno teritorinis poskyris,valstybinė,Jurbarko miškų urėdija,Balandinės girininkija,140,75,2.3,0,0,0,Plynas kirtimas,2022-01-03,2022-12-31
221 - 1310,Kauno,Kauno teritorinis poskyris,valstybinė,Jurbarko miškų urėdija,Balandinės girininkija,16,54,0.4,0,0,0,Plynas kirtimas,2022-01-03,2022-12-31
221 - 1310,Kauno,Kauno teritorinis poskyris,valstybinė,Jurbarko miškų urėdija,Balandinės girininkija,16,55,0.5,0,0,0,Plynas kirtimas,2022-01-03,2022-12-31
221 - 1310,Kauno,Kauno teritorinis poskyris,valstybinė,Jurbarko miškų urėdija,Balandinės girininkija,16,66,0.3,0,0,0,Plynas kirtimas,2022-01-03,2022-12-31
221 - 1310,Kauno,Kauno teritorinis poskyris,valstybinė,Jurbarko miškų urėdija,Balandinės girininkija,28,23,1.5,0,0,0,Plynas kirtimas,2022-01-03,2022-12-31
221 - 1310,Kauno,Kauno teritorinis poskyris,valstybinė,Jurbarko miškų urėdija,Balandinės girininkija,30,19,2.7,0,0,0,Plynas kirtimas,2022-01-03,2022-12-31
221 - 1310,Kauno,Kauno teritorinis poskyris,valstybinė,Jurbarko miškų urėdija,Balandinės girininkija,34,5,2.1,0,0,0,Plynas kirtimas,2022-01-03,2022-12-31
221 - 1309,Kauno,Kauno teritorinis poskyris,valstybinė,Jurbarko miškų urėdija,Globių girininkija,1,14,1.4,0,0,0,Plynas kirtimas,2022-01-03,2022-12-31
221 - 1309,Kauno,Kauno teritorinis poskyris,valstybinė,Jurbarko miškų urėdija,Globių girininkija,1,22,0.7,0,0,0,Plynas kirtimas,2022-01-03,2022-12-31
221 - 1309,Kauno,Kauno teritorinis poskyris,valstybinė,Jurbarko miškų urėdija,Globių girininkija,1,6,1.2,0,0,0,Plynas kirtimas,2022-01-03,2022-12-31
221 - 1309,Kauno,Kauno teritorinis poskyris,valstybinė,Jurbarko miškų urėdija,Globių girininkija,10,"15,16",1.7,0,0,0,Plynas kirtimas,2022-01-03,2022-12-31
221 - 1309,Kauno,Kauno teritorinis poskyris,valstybinė,Jurbarko miškų urėdija,Globių girininkija,10,48,0.4,0,0,0,Plynas kirtimas,2022-01-03,2022-12-31
221 - 1309,Kauno,Kauno teritorinis poskyris,valstybinė,Jurbarko miškų urėdija,Globių girininkija,10,48,1.5,0,0,0,Plynas kirtimas,2022-01-03,2022-12-31
221 - 1309,Kauno,Kauno teritorinis poskyris,valstybinė,Jurbarko miškų urėdija,Globių girininkija,10,52,0.9,0,0,0,Plynas kirtimas,2022-01-03,2022-12-31
221 - 1309,Kauno,Kauno teritorinis poskyris,valstybinė,Jurbarko miškų urėdija,Globių girininkija,10,57,2.6,0,0,0,Plynas kirtimas,2022-01-03,2022-12-31
221 - 1309,Kauno,Kauno teritorinis poskyris,valstybinė,Jurbarko miškų urėdija,Globių girininkija,4,48,2.0,0,0,0,Plynas kirtimas,2022-01-03,2022-12-31
221 - 1309,Kauno,Kauno teritorinis poskyris,valstybinė,Jurbarko miškų urėdija,Globių girininkija,9,27,1.5,0,0,0,Plynas kirtimas,2022-01-03,2022-12-31
221 - 1302,Kauno,Kauno teritorinis poskyris,valstybinė,Jurbarko miškų urėdija,Jūravos girininkija,102,24,0.5,0,0,0,Plynas kirtimas,2022-01-03,2022-12-31
221 - 1302,Kauno,Kauno teritorinis poskyris,valstybinė,Jurbarko miškų urėdija,Jūravos girininkija,69,11,0.8,0,0,0,Plynas kirtimas,2022-01-03,2022-12-31
221 - 1302,Kauno,Kauno teritorinis poskyris,valstybinė,Jurbarko miškų urėdija,Jūravos girininkija,83,18,0.3,0,0,0,Plynas kirtimas,2022-01-03,2022-12-31
221 - 1302,Kauno,Kauno teritorinis poskyris,valstybinė,Jurbarko miškų urėdija,Jūravos girininkija,90,7,2.3,0,0,0,Plynas kirtimas,2022-01-03,2022-12-31
221 - 1302,Kauno,Kauno teritorinis poskyris,valstybinė,Jurbarko miškų urėdija,Jūravos girininkija,93,1,0.8,0,0,0,Plynas kirtimas,2022-01-03,2022-12-31
221 - 1302,Kauno,Kauno teritorinis poskyris,valstybinė,Jurbarko miškų urėdija,Jūravos girininkija,93,4,0.9,0,0,0,Plynas kirtimas,2022-01-03,2022-12-31
221 - 1302,Kauno,Kauno teritorinis poskyris,valstybinė,Jurbarko miškų urėdija,Jūravos girininkija,93,7,0.3,0,0,0,Plynas kirtimas,2022-01-03,2022-12-31
221 - 1303,Kauno,Kauno teritorinis poskyris,valstybinė,Jurbarko miškų urėdija,Jūravos girininkija,33,1,0.5,0,0,0,Plynas kirtimas,2022-01-03,2022-12-31
221 - 1303,Kauno,Kauno teritorinis poskyris,valstybinė,Jurbarko miškų urėdija,Jūravos girininkija,55,16,0.8,0,0,0,Plynas kirtimas,2022-01-03,2022-12-31
221 - 1303,Kauno,Kauno teritorinis poskyris,valstybinė,Jurbarko miškų urėdija,Jūravos girininkija,60,2,1.3,0,0,0,Plynas kirtimas,2022-01-03,2022-12-31
221 - 1303,Kauno,Kauno teritorinis poskyris,valstybinė,Jurbarko miškų urėdija,Jūravos girininkija,60,3,0.1,0,0,0,Plynas kirtimas,2022-01-03,2022-12-31
221 - 1303,Kauno,Kauno teritorinis poskyris,valstybinė,Jurbarko miškų urėdija,Jūravos girininkija,60,9,0.5,0,0,0,Plynas kirtimas,2022-01-03,2022-12-31
221 - 1303,Kauno,Kauno teritorinis poskyris,valstybinė,Jurbarko miškų urėdija,Jūravos girininkija,8,"2,3",2.7,0,0,0,Plynas kirtimas,2022-01-03,2022-12-31
221 - 1303,Kauno,Kauno teritorinis poskyris,valstybinė,Jurbarko miškų urėdija,Jūravos girininkija,82,11,2.7,0,0,0,Plynas kirtimas,2022-01-03,2022-12-31
221 - 1303,Kauno,Kauno teritorinis poskyris,valstybinė,Jurbarko miškų urėdija,Jūravos girininkija,89,17,0.8,0,0,0,Plynas kirtimas,2022-01-03,2022-12-31
221 - 1303,Kauno,Kauno teritorinis poskyris,valstybinė,Jurbarko miškų urėdija,Jūravos girininkija,89,21,1.1,0,0,0,Plynas kirtimas,2022-01-03,2022-12-31
221 - 1304,Kauno,Kauno teritorinis poskyris,valstybinė,Jurbarko miškų urėdija,Jūravos girininkija,16,18,2.5,0,0,0,Atvejinis kirtimas,2022-01-03,2022-12-31
221 - 1304,Kauno,Kauno teritorinis poskyris,valstybinė,Jurbarko miškų urėdija,Jūravos girininkija,201,2,3.0,0,0,0,Atvejinis kirtimas,2022-01-03,2022-12-31
221 - 1304,Kauno,Kauno teritorinis poskyris,valstybinė,Jurbarko miškų urėdija,Jūravos girininkija,89,"2,5",1.3,0,0,0,Plynas kirtimas,2022-01-03,2022-12-31
221 - 1304,Kauno,Kauno teritorinis poskyris,valstybinė,Jurbarko miškų urėdija,Jūravos girininkija,97,5,0.5,0,0,0,Plynas kirtimas,2022-01-03,2022-12-31
221 - 1305,Kauno,Kauno teritorinis poskyris,valstybinė,Jurbarko miškų urėdija,Jūravos girininkija,21,11,1.2,0,0,0,Atvejinis kirtimas,2022-01-03,2022-12-31
221 - 1305,Kauno,Kauno teritorinis poskyris,valstybinė,Jurbarko miškų urėdija,Jūravos girininkija,70,1,1.2,0,0,0,Atvejinis kirtimas,2022-01-03,2022-12-31
221 - 1307,Kauno,Kauno teritorinis poskyris,valstybinė,Jurbarko miškų urėdija,Jūravos girininkija,55,5,4.0,0,0,0,Kiti pagrindiniai kirtimai,2022-01-03,2022-12-31
221 - 1308,Kauno,Kauno teritorinis poskyris,valstybinė,Jurbarko miškų urėdija,Jūravos girininkija,19,"8,9,10",6.5,0,0,0,Kiti pagrindiniai kirtimai,2022-01-03,2022-12-31
221 - 1300,Kauno,Kauno teritorinis poskyris,valstybinė,Jurbarko miškų urėdija,Mociškių girininkija,4,10,1.0,0,0,0,Atvejinis kirtimas,2022-01-03,2022-12-31
221 - 1300,Kauno,Kauno teritorinis poskyris,valstybinė,Jurbarko miškų urėdija,Mociškių girininkija,4,13,0.5,0,0,0,Plynas kirtimas,2022-01-03,2022-12-31
221 - 1300,Kauno,Kauno teritorinis poskyris,valstybinė,Jurbarko miškų urėdija,Mociškių girininkija,4,31,2.1,0,0,0,Plynas kirtimas,2022-01-03,2022-12-31
221 - 1300,Kauno,Kauno teritorinis poskyris,valstybinė,Jurbarko miškų urėdija,Mociškių girininkija,5,32,0.6,0,0,0,Plynas kirtimas,2022-01-03,2022-12-31
221 - 1300,Kauno,Kauno teritorinis poskyris,valstybinė,Jurbarko miškų urėdija,Mociškių girininkija,5,37,0.6,0,0,0,Plynas kirtimas,2022-01-03,2022-12-31
221 - 1301,Kauno,Kauno teritorinis poskyris,valstybinė,Jurbarko miškų urėdija,Mociškių girininkija,12,16,0.8,0,0,0,Atvejinis kirtimas,2022-01-03,2022-12-31
221 - 1301,Kauno,Kauno teritorinis poskyris,valstybinė,Jurbarko miškų urėdija,Mociškių girininkija,28,1,0.5,0,0,0,Atvejinis kirtimas,2022-01-03,2022-12-31
221 - 1301,Kauno,Kauno teritorinis poskyris,valstybinė,Jurbarko miškų urėdija,Mociškių girininkija,28,1,1.3,0,0,0,Atvejinis kirtimas,2022-01-03,2022-12-31
221 - 1301,Kauno,Kauno teritorinis poskyris,valstybinė,Jurbarko miškų urėdija,Mociškių girininkija,28,3,0.7,0,0,0,Atvejinis kirtimas,2022-01-03,2022-12-31
221 - 1301,Kauno,Kauno teritorinis poskyris,valstybinė,Jurbarko miškų urėdija,Mociškių girininkija,38,11,1.3,0,0,0,Atvejinis kirtimas,2022-01-03,2022-12-31
221 - 1301,Kauno,Kauno teritorinis poskyris,valstybinė,Jurbarko miškų urėdija,Mociškių girininkija,40,6,2.1,0,0,0,Atvejinis kirtimas,2022-01-03,2022-12-31
221 - 1301,Kauno,Kauno teritorinis poskyris,valstybinė,Jurbarko miškų urėdija,Mociškių girininkija,40,7,0.1,0,0,0,Atvejinis kirtimas,2022-01-03,2022-12-31
221 - 1301,Kauno,Kauno teritorinis poskyris,valstybinė,Jurbarko miškų urėdija,Mociškių girininkija,52,7,2.7,0,0,0,Atvejinis kirtimas,2022-01-03,2022-12-31
221 - 1301,Kauno,Kauno teritorinis poskyris,valstybinė,Jurbarko miškų urėdija,Mociškių girininkija,69,"7,13",1.3,0,0,0,Atvejinis kirtimas,2022-01-03,2022-12-31
221 - 1301,Kauno,Kauno teritorinis poskyris,valstybinė,Jurbarko miškų urėdija,Mociškių girininkija,92,27,0.7,0,0,0,Atvejinis kirtimas,2022-01-03,2022-12-31
221 - 1223,Kauno,Kauno teritorinis poskyris,valstybinė,Kauno miškų urėdija,Karmėlavos girininkija,31,49,0.6,0,0,0,Atvejinis kirtimas,2022-01-01,2022-12-31
221 - 1223,Kauno,Kauno teritorinis poskyris,valstybinė,Kauno miškų urėdija,Karmėlavos girininkija,34,13,1.6,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1223,Kauno,Kauno teritorinis poskyris,valstybinė,Kauno miškų urėdija,Karmėlavos girininkija,34,23,1.0,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1223,Kauno,Kauno teritorinis poskyris,valstybinė,Kauno miškų urėdija,Karmėlavos girininkija,34,24,0.3,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1223,Kauno,Kauno teritorinis poskyris,valstybinė,Kauno miškų urėdija,Karmėlavos girininkija,35,18,1.4,0,0,0,Atvejinis kirtimas,2022-01-01,2022-12-31
221 - 1223,Kauno,Kauno teritorinis poskyris,valstybinė,Kauno miškų urėdija,Karmėlavos girininkija,43,12,1.9,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1223,Kauno,Kauno teritorinis poskyris,valstybinė,Kauno miškų urėdija,Karmėlavos girininkija,43,4,0.4,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1223,Kauno,Kauno teritorinis poskyris,valstybinė,Kauno miškų urėdija,Karmėlavos girininkija,52,19,1.7,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1223,Kauno,Kauno teritorinis poskyris,valstybinė,Kauno miškų urėdija,Karmėlavos girininkija,53,14,0.3,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1223,Kauno,Kauno teritorinis poskyris,valstybinė,Kauno miškų urėdija,Karmėlavos girininkija,53,15,0.7,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1223,Kauno,Kauno teritorinis poskyris,valstybinė,Kauno miškų urėdija,Karmėlavos girininkija,53,20,0.7,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1223,Kauno,Kauno teritorinis poskyris,valstybinė,Kauno miškų urėdija,Karmėlavos girininkija,53,23,0.6,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1223,Kauno,Kauno teritorinis poskyris,valstybinė,Kauno miškų urėdija,Karmėlavos girininkija,53,24,0.2,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1223,Kauno,Kauno teritorinis poskyris,valstybinė,Kauno miškų urėdija,Karmėlavos girininkija,54,1,2.5,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1223,Kauno,Kauno teritorinis poskyris,valstybinė,Kauno miškų urėdija,Karmėlavos girininkija,54,11,2.5,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1223,Kauno,Kauno teritorinis poskyris,valstybinė,Kauno miškų urėdija,Karmėlavos girininkija,54,20,0.4,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1223,Kauno,Kauno teritorinis poskyris,valstybinė,Kauno miškų urėdija,Karmėlavos girininkija,58,29,1.2,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1222,Kauno,Kauno teritorinis poskyris,valstybinė,Kauno miškų urėdija,Padauguvos girininkija,11,11,0.7,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1222,Kauno,Kauno teritorinis poskyris,valstybinė,Kauno miškų urėdija,Padauguvos girininkija,11,17,0.7,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1222,Kauno,Kauno teritorinis poskyris,valstybinė,Kauno miškų urėdija,Padauguvos girininkija,25,18,0.2,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1222,Kauno,Kauno teritorinis poskyris,valstybinė,Kauno miškų urėdija,Padauguvos girininkija,25,23,2.9,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1222,Kauno,Kauno teritorinis poskyris,valstybinė,Kauno miškų urėdija,Padauguvos girininkija,27,21,2.7,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1222,Kauno,Kauno teritorinis poskyris,valstybinė,Kauno miškų urėdija,Padauguvos girininkija,59,11,1.1,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1222,Kauno,Kauno teritorinis poskyris,valstybinė,Kauno miškų urėdija,Padauguvos girininkija,59,"11,15",3.9,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1222,Kauno,Kauno teritorinis poskyris,valstybinė,Kauno miškų urėdija,Padauguvos girininkija,59,12,0.6,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1222,Kauno,Kauno teritorinis poskyris,valstybinė,Kauno miškų urėdija,Padauguvos girininkija,59,15,0.7,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1222,Kauno,Kauno teritorinis poskyris,valstybinė,Kauno miškų urėdija,Padauguvos girininkija,59,15,1.4,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1222,Kauno,Kauno teritorinis poskyris,valstybinė,Kauno miškų urėdija,Padauguvos girininkija,59,17,1.1,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1222,Kauno,Kauno teritorinis poskyris,valstybinė,Kauno miškų urėdija,Padauguvos girininkija,59,22,1.5,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1222,Kauno,Kauno teritorinis poskyris,valstybinė,Kauno miškų urėdija,Padauguvos girininkija,77,20,0.8,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1222,Kauno,Kauno teritorinis poskyris,valstybinė,Kauno miškų urėdija,Padauguvos girininkija,77,21,0.2,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1222,Kauno,Kauno teritorinis poskyris,valstybinė,Kauno miškų urėdija,Padauguvos girininkija,77,25,1.5,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1222,Kauno,Kauno teritorinis poskyris,valstybinė,Kauno miškų urėdija,Padauguvos girininkija,85,3,1.1,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1222,Kauno,Kauno teritorinis poskyris,valstybinė,Kauno miškų urėdija,Padauguvos girininkija,91,29,1.5,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1222,Kauno,Kauno teritorinis poskyris,valstybinė,Kauno miškų urėdija,Padauguvos girininkija,91,32,1.8,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1222,Kauno,Kauno teritorinis poskyris,valstybinė,Kauno miškų urėdija,Padauguvos girininkija,98,1,1.2,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1222,Kauno,Kauno teritorinis poskyris,valstybinė,Kauno miškų urėdija,Padauguvos girininkija,98,2,0.6,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1222,Kauno,Kauno teritorinis poskyris,valstybinė,Kauno miškų urėdija,Padauguvos girininkija,98,2,0.8,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1225,Kauno,Kauno teritorinis poskyris,valstybinė,Kauno miškų urėdija,Vilkijos girininkija,38,1,2.1,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1225,Kauno,Kauno teritorinis poskyris,valstybinė,Kauno miškų urėdija,Vilkijos girininkija,70,16,1.0,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1225,Kauno,Kauno teritorinis poskyris,valstybinė,Kauno miškų urėdija,Vilkijos girininkija,70,8,0.5,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1225,Kauno,Kauno teritorinis poskyris,valstybinė,Kauno miškų urėdija,Vilkijos girininkija,71,12,2.2,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
121 - 5349,Kauno,Kėdainių rajono kontroliuojama teritorija,privati,Kėdainių miškų urėdija,Ąžuoloto girininkija,81,16a,0.5,5327,0016,0387,Plynas sanitarinis kirtimas (PN),2022-01-01,2022-12-31
221 - 1216,Kauno,Kėdainių rajono kontroliuojama teritorija,valstybinė,Kėdainių miškų urėdija,Ąžuoloto girininkija,10,15,1.1,0,0,0,Plynas sanitarinis kirtimas (PN),2022-01-01,2022-12-31
221 - 1216,Kauno,Kėdainių rajono kontroliuojama teritorija,valstybinė,Kėdainių miškų urėdija,Ąžuoloto girininkija,13,16,2.2,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1216,Kauno,Kėdainių rajono kontroliuojama teritorija,valstybinė,Kėdainių miškų urėdija,Ąžuoloto girininkija,14,"13,15",4.9,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1216,Kauno,Kėdainių rajono kontroliuojama teritorija,valstybinė,Kėdainių miškų urėdija,Ąžuoloto girininkija,8,8,2.6,0,0,0,Atvejinių kirtimų (paskutinis atvejis),2022-01-01,2022-12-31
121 - 5347,Kauno,Kėdainių rajono kontroliuojama teritorija,privati,Kėdainių miškų urėdija,Dotnuvos girininkija,85,"3a,4a",2.3,5313,0002,0039,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1218,Kauno,Kėdainių rajono kontroliuojama teritorija,valstybinė,Kėdainių miškų urėdija,Dotnuvos girininkija,34,10,0.4,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1218,Kauno,Kėdainių rajono kontroliuojama teritorija,valstybinė,Kėdainių miškų urėdija,Dotnuvos girininkija,34,11,0.4,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1218,Kauno,Kėdainių rajono kontroliuojama teritorija,valstybinė,Kėdainių miškų urėdija,Dotnuvos girininkija,34,9,0.1,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1218,Kauno,Kėdainių rajono kontroliuojama teritorija,valstybinė,Kėdainių miškų urėdija,Dotnuvos girininkija,39,2,2.0,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
121 - 5161,Kauno,Kėdainių rajono kontroliuojama teritorija,privati,Kėdainių miškų urėdija,Kėdainių girininkija,375,"21,23a,24a",1.7,5387,0005,0131,Plynas kirtimas,2022-01-01,2022-12-31
121 - 5161,Kauno,Kėdainių rajono kontroliuojama teritorija,privati,Kėdainių miškų urėdija,Kėdainių girininkija,375,"21,23a,24a",2.3,5387,0005,0131,Plynas kirtimas,2022-01-01,2022-12-31
121 - 5356,Kauno,Kėdainių rajono kontroliuojama teritorija,privati,Kėdainių miškų urėdija,Kėdainių girininkija,105,"18a,19a",1.7,5373,0004,0088,Plynas kirtimas,2022-01-01,2022-12-31
121 - 4850,Kauno,Kėdainių rajono kontroliuojama teritorija,privati,Kėdainių miškų urėdija,Lančiūnavos girininkija,214,"31,35a",1.9,5360,0008,0008,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1220,Kauno,Kėdainių rajono kontroliuojama teritorija,valstybinė,Kėdainių miškų urėdija,Pašušvio girininkija,19,3,4.1,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1220,Kauno,Kėdainių rajono kontroliuojama teritorija,valstybinė,Kėdainių miškų urėdija,Pašušvio girininkija,85,8,1.8,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
121 - 4808,Kauno,Raseinių rajono kontroliuojama teritorija,privati,Raseinių miškų urėdija,Birbiliškės girininkija,663,7,0.4,7255,0005,0102,Plynas kirtimas,2022-01-01,2022-12-31
121 - 4808,Kauno,Raseinių rajono kontroliuojama teritorija,privati,Raseinių miškų urėdija,Birbiliškės girininkija,663,8,2.0,7255,0005,0102,Plynas kirtimas,2022-01-01,2022-12-31
121 - 5351,Kauno,Raseinių rajono kontroliuojama teritorija,privati,Raseinių miškų urėdija,Birbiliškės girininkija,676,"12,12a",1.7,7255,0005,0095,Plynas kirtimas,2022-01-01,2022-12-31
121 - 5351,Kauno,Raseinių rajono kontroliuojama teritorija,privati,Raseinių miškų urėdija,Birbiliškės girininkija,676,"5,18",0.7,7255,0005,0095,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1239,Kauno,Raseinių rajono kontroliuojama teritorija,valstybinė,Raseinių miškų urėdija,Birbiliškės girininkija,11,8,0.5,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1239,Kauno,Raseinių rajono kontroliuojama teritorija,valstybinė,Raseinių miškų urėdija,Birbiliškės girininkija,11,9,0.4,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1239,Kauno,Raseinių rajono kontroliuojama teritorija,valstybinė,Raseinių miškų urėdija,Birbiliškės girininkija,34,1,3.2,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1239,Kauno,Raseinių rajono kontroliuojama teritorija,valstybinė,Raseinių miškų urėdija,Birbiliškės girininkija,39,2,0.2,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1239,Kauno,Raseinių rajono kontroliuojama teritorija,valstybinė,Raseinių miškų urėdija,Birbiliškės girininkija,39,8,1.9,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1239,Kauno,Raseinių rajono kontroliuojama teritorija,valstybinė,Raseinių miškų urėdija,Birbiliškės girininkija,42,5,0.4,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1239,Kauno,Raseinių rajono kontroliuojama teritorija,valstybinė,Raseinių miškų urėdija,Birbiliškės girininkija,43,14,1.8,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1239,Kauno,Raseinių rajono kontroliuojama teritorija,valstybinė,Raseinių miškų urėdija,Birbiliškės girininkija,54,5,2.3,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1239,Kauno,Raseinių rajono kontroliuojama teritorija,valstybinė,Raseinių miškų urėdija,Birbiliškės girininkija,8,12,2.0,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1239,Kauno,Raseinių rajono kontroliuojama teritorija,valstybinė,Raseinių miškų urėdija,Birbiliškės girininkija,8,16,0.3,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1239,Kauno,Raseinių rajono kontroliuojama teritorija,valstybinė,Raseinių miškų urėdija,Birbiliškės girininkija,8,17,2.2,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1245,Kauno,Raseinių rajono kontroliuojama teritorija,valstybinė,Raseinių miškų urėdija,Padubysio girininkija,14,"7,11",0.5,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1245,Kauno,Raseinių rajono kontroliuojama teritorija,valstybinė,Raseinių miškų urėdija,Padubysio girininkija,14,8,0.6,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1245,Kauno,Raseinių rajono kontroliuojama teritorija,valstybinė,Raseinių miškų urėdija,Padubysio girininkija,16,"18,19",1.7,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1245,Kauno,Raseinių rajono kontroliuojama teritorija,valstybinė,Raseinių miškų urėdija,Padubysio girininkija,56,"11,22,23",2.6,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1245,Kauno,Raseinių rajono kontroliuojama teritorija,valstybinė,Raseinių miškų urėdija,Padubysio girininkija,9,14,0.5,0,0,0,Plynas sanitarinis kirtimas (PN),2022-01-01,2022-12-31
121 - 5348,Kauno,Raseinių rajono kontroliuojama teritorija,privati,Raseinių miškų urėdija,Paliepių girininkija,516,"32,33",1.6,7218,0002,0112,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1242,Kauno,Raseinių rajono kontroliuojama teritorija,valstybinė,Raseinių miškų urėdija,Paliepių girininkija,12,"12,31",2.0,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1242,Kauno,Raseinių rajono kontroliuojama teritorija,valstybinė,Raseinių miškų urėdija,Paliepių girininkija,12,"14,19,24,36",2.6,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1242,Kauno,Raseinių rajono kontroliuojama teritorija,valstybinė,Raseinių miškų urėdija,Paliepių girininkija,12,"18,39",1.6,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1242,Kauno,Raseinių rajono kontroliuojama teritorija,valstybinė,Raseinių miškų urėdija,Paliepių girininkija,12,42,1.7,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1242,Kauno,Raseinių rajono kontroliuojama teritorija,valstybinė,Raseinių miškų urėdija,Paliepių girininkija,12,6,0.6,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
221 - 1242,Kauno,Raseinių rajono kontroliuojama teritorija,valstybinė,Raseinių miškų urėdija,Paliepių girininkija,13,"2,4",2.0,0,0,0,Plynas kirtimas,2022-01-01,2022-12-31
